citric acid,total sulfur dioxide,free sulfur dioxide,residual sugar,chlorides,volatile acidity,quality
0.6,18.0,7.0,2.2,0.152,0.36,0.5
0.68,24.0,6.0,4.1,0.114,0.44,0.5
0.39,17.0,6.0,1.9,0.054000000000000006,0.67,0.5
0.39,17.0,6.0,1.9,0.054000000000000006,0.67,0.5
0.36,14.0,5.0,1.8,0.053,0.645,0.5
0.55,67.0,35.0,2.8,0.081,0.32,1.0
0.4,26.0,10.0,2.6,0.073,0.39,0.5
0.27,56.0,24.0,2.8,0.078,0.775,0.5
0.5,25.0,12.0,2.5,0.055,0.41,1.0
0.51,27.0,13.0,2.6,0.052000000000000005,0.4,1.0
0.31,81.0,23.0,3.0,0.086,0.69,0.5
0.23,91.0,28.0,8.3,0.051,0.39,0.5
0.53,16.0,5.0,2.6,0.07,0.35,1.0
0.25,38.0,14.0,1.9,0.081,0.52,0.5
0.32,113.0,43.0,2.5,0.09,0.34,0.5
0.53,16.0,5.0,2.6,0.07,0.35,1.0
0.31,81.0,23.0,3.0,0.086,0.69,0.5
0.25,38.0,14.0,1.9,0.081,0.52,0.5
0.73,76.0,38.0,6.55,0.07400000000000001,0.44,1.0
0.73,76.0,38.0,6.55,0.07400000000000001,0.44,1.0
0.47,24.0,6.0,1.9,0.078,0.26,1.0
0.42,22.0,6.0,1.8,0.077,0.24,1.0
0.63,26.0,10.0,2.9,0.07200000000000001,0.49,1.0
0.46,21.0,6.0,1.8,0.075,0.24,1.0
0.55,13.0,6.0,2.3,0.084,0.67,0.5
0.31,62.0,26.0,2.2,0.09,0.59,0.5
0.75,43.0,23.0,2.8,0.084,0.29,1.0
0.49,43.0,19.0,4.6,0.073,0.42,0.5
0.31,62.0,26.0,2.2,0.09,0.59,0.5
0.48,49.0,15.0,2.1,0.125,0.4,0.5
0.64,15.0,6.0,2.4,0.107,0.51,1.0
0.64,15.0,6.0,2.4,0.107,0.51,1.0
0.49,151.0,34.0,6.1,0.122,0.655,0.5
0.49,14.0,5.0,4.3,0.1,0.6,0.5
0.49,16.0,5.0,2.1,0.2,0.61,0.0
0.49,32.0,11.0,2.8,0.08800000000000001,0.21,0.5
0.49,106.0,39.0,2.5,0.08800000000000001,0.365,0.5
0.49,33.0,15.0,2.7,0.08800000000000001,0.25,0.5
0.49,43.0,16.0,2.0,0.08800000000000001,0.41,0.5
0.49,133.0,47.0,2.3,0.099,0.39,0.5
0.49,142.0,38.0,2.5,0.085,0.4,0.5
0.49,116.0,23.0,2.4,0.086,0.43,0.5
0.24,53.0,29.0,2.8,0.105,0.64,0.5
0.49,106.0,39.0,2.5,0.08800000000000001,0.365,0.5
0.49,85.0,33.0,2.5,0.097,0.38,0.5
0.49,55.0,32.0,2.6,0.084,0.42,0.5
0.24,33.0,6.0,2.4,0.077,0.63,0.5
0.24,28.0,1.0,2.1,0.078,0.22,0.5
0.49,42.0,12.0,2.7,0.098,0.38,0.5
0.49,42.0,12.0,2.7,0.098,0.38,0.5
0.24,33.0,15.0,2.1,0.07200000000000001,0.27,0.5
0.24,32.0,13.0,2.7,0.102,0.48,0.5
0.24,28.0,1.0,2.1,0.078,0.22,0.5
0.24,33.0,6.0,2.4,0.077,0.63,0.5
0.24,13.0,5.0,2.1,0.084,0.825,0.5
0.49,35.0,5.0,5.8,0.066,0.35,1.0
0.74,17.0,5.0,5.15,0.1,0.5,0.5
0.24,47.0,20.0,3.3,0.101,0.59,0.5
0.49,17.0,5.0,6.3,0.064,0.46,0.5
0.24,20.0,5.0,2.1,0.07,0.715,0.5
0.24,53.0,16.0,2.5,0.085,0.66,0.5
0.74,15.0,6.0,1.8,0.075,0.31,0.5
0.49,106.0,38.0,2.6,0.094,0.47,0.5
0.24,28.0,10.0,2.0,0.078,0.55,0.5
0.49,21.0,6.0,2.5,0.067,0.31,0.5
0.49,69.0,27.0,2.6,0.079,0.35,0.5
0.49,25.0,6.0,1.9,0.171,0.53,0.5
0.01,25.0,9.0,2.1,0.07400000000000001,0.51,0.5
0.24,45.0,14.0,2.8,0.092,0.43,0.5
0.24,44.0,14.0,2.7,0.092,0.46,0.5
0.24,96.0,32.0,1.6,0.05,1.04,0.5
0.49,23.0,10.0,4.2,0.095,0.645,0.5
0.49,23.0,10.0,4.2,0.095,0.645,0.5
0.49,17.0,10.0,4.6,0.118,0.53,0.5
0.49,23.0,10.0,4.2,0.095,0.645,0.5
0.49,17.0,10.0,4.6,0.118,0.53,0.5
0.49,47.0,6.0,4.3,0.085,0.47,0.5
0.49,19.0,5.0,2.8,0.075,0.6,0.5
0.49,121.0,26.0,2.4,0.078,0.44,0.5
0.49,110.0,41.0,2.9,0.094,0.54,0.5
0.49,60.0,25.0,2.7,0.092,0.29,0.5
0.49,47.0,6.0,4.3,0.085,0.47,0.5
0.49,19.0,5.0,2.8,0.075,0.6,0.5
0.24,15.0,5.0,2.5,0.226,0.7,0.5
0.24,15.0,5.0,2.5,0.226,0.7,0.5
0.49,20.0,5.0,2.6,0.25,0.5,0.5
0.24,42.0,19.0,2.2,0.095,0.36,0.5
0.49,37.0,10.0,3.3,0.07,0.35,0.5
0.24,42.0,19.0,2.2,0.095,0.36,0.5
0.49,28.0,10.0,2.4,0.075,0.24,0.5
0.49,47.0,14.0,2.1,0.07,0.59,0.0
0.49,78.0,20.0,3.2,0.078,0.34,0.5
0.49,46.0,28.0,3.1,0.079,0.27,0.5
0.24,14.0,6.0,2.3,0.103,0.5,0.0
0.49,111.0,18.0,2.8,0.083,0.44,0.5
0.49,110.0,17.0,2.9,0.085,0.47,0.5
0.49,40.0,18.0,2.2,0.063,0.31,0.5
0.49,14.0,5.0,2.2,0.08900000000000001,0.5,0.5
0.49,14.0,5.0,2.2,0.08900000000000001,0.5,0.5
0.49,15.0,5.0,2.2,0.083,0.49,0.5
0.49,21.0,10.0,1.9,0.07400000000000001,0.28,1.0
0.49,80.0,54.0,3.4,0.093,0.33,1.0
0.24,38.0,8.0,2.4,0.091,0.51,0.5
0.49,47.0,16.0,2.7,0.094,0.31,1.0
0.24,102.0,18.0,1.9,0.108,0.73,0.5
0.24,50.0,19.0,2.0,0.06,0.42,1.0
0.49,13.0,5.0,2.6,0.059,0.29,1.0
0.49,75.0,21.0,2.6,0.084,0.45,0.5
0.49,149.0,23.0,1.7,0.07,0.39,0.5
0.49,75.0,21.0,2.6,0.084,0.45,0.5
0.58,43.0,9.0,3.5,0.094,0.49,0.5
0.17,38.0,20.0,2.6,0.096,0.72,0.5
0.41,109.0,30.0,7.9,0.086,0.595,0.5
0.51,24.0,6.0,2.0,0.059,0.4,0.5
0.58,18.0,5.0,1.9,0.071,0.58,0.5
0.18,30.0,5.0,2.1,0.078,0.585,0.5
0.45,22.0,11.0,2.3,0.08199999999999999,0.59,0.5
0.27,23.0,7.0,2.1,0.08800000000000001,0.915,0.0
0.52,35.0,12.0,2.2,0.071,0.46,0.5
0.0,14.0,6.0,2.6,0.081,0.835,0.5
0.52,35.0,12.0,2.2,0.071,0.46,0.5
0.13,63.0,14.0,2.9,0.096,0.58,0.5
0.13,24.0,6.0,2.6,0.085,0.6,0.5
0.48,20.0,10.0,4.6,0.07200000000000001,0.41,1.0
0.41,52.0,26.0,3.3,0.092,0.48,0.5
0.37,65.0,11.0,5.1,0.11,0.65,0.5
0.19,39.0,15.0,3.2,0.075,0.36,0.5
0.54,57.0,25.0,2.5,0.083,0.24,0.5
0.55,16.0,5.0,2.7,0.081,0.38,0.5
0.0,29.0,18.0,2.4,0.077,0.64,0.5
0.38,29.0,10.0,1.5,0.058,0.39,0.5
0.18,103.0,10.0,2.2,0.14800000000000002,0.755,0.5
0.5,71.0,28.0,2.3,0.079,0.6,0.5
0.5,71.0,28.0,2.3,0.079,0.6,0.5
0.51,28.0,14.0,2.2,0.079,0.31,0.5
0.5,17.0,4.0,2.7,0.122,0.46,0.5
0.41,16.0,6.0,2.3,0.08800000000000001,0.37,0.5
0.24,112.0,16.0,3.4,0.076,0.54,0.5
0.23,104.0,14.0,3.4,0.078,0.56,0.5
0.22,32.0,9.0,1.9,0.08,0.58,0.5
0.25,45.0,21.0,2.9,0.077,0.51,0.5
0.0,58.0,21.0,5.6,0.124,0.69,0.5
0.0,58.0,21.0,5.6,0.124,0.69,0.5
0.29,15.0,5.0,2.2,0.098,0.6,0.5
0.29,15.0,5.0,2.2,0.098,0.6,0.5
0.26,31.0,7.0,2.5,0.097,0.54,0.5
0.23,84.0,20.0,2.3,0.111,0.685,0.5
0.26,31.0,7.0,2.5,0.097,0.54,0.5
0.54,19.0,5.0,2.7,0.105,0.28,0.5
0.14,43.0,21.0,3.0,0.087,0.41,0.5
0.22,86.0,11.0,3.4,0.105,0.935,0.0
0.21,102.0,46.0,1.9,0.073,0.35,0.5
0.0,33.0,24.0,1.4,0.065,0.84,0.5
0.28,147.0,30.0,2.4,0.086,0.88,0.5
0.27,145.0,31.0,2.3,0.084,0.885,0.5
0.12,23.0,7.0,2.2,0.14300000000000002,0.915,1.0
0.35,57.0,25.0,1.9,0.067,0.29,0.5
0.45,40.0,16.0,2.3,0.071,0.54,0.5
0.44,68.0,21.0,2.3,0.071,0.59,0.5
0.45,40.0,16.0,2.3,0.071,0.54,0.5
0.44,68.0,21.0,2.3,0.071,0.59,0.5
0.45,40.0,16.0,2.3,0.071,0.54,0.5
0.1,11.0,5.0,6.0,0.115,0.64,1.0
0.05,20.0,6.0,3.6,0.107,0.67,0.5
0.01,14.0,5.0,2.2,0.07,0.845,0.0
0.3,28.0,10.0,2.8,0.066,0.48,1.0
0.27,148.0,24.0,8.6,0.068,0.42,0.5
0.39,32.0,8.0,2.2,0.106,0.43,0.5
0.25,155.0,35.0,2.5,0.104,0.88,0.5
0.65,71.0,22.0,7.5,0.096,0.36,0.5
0.59,30.0,9.0,2.8,0.079,0.33,0.5
0.47,29.0,7.0,2.4,0.07400000000000001,0.47,0.5
0.17,53.0,20.0,2.9,0.087,0.55,0.5
0.39,32.0,8.0,2.2,0.106,0.43,0.5
0.59,42.0,23.0,1.4,0.073,0.5,1.0
0.07,20.0,5.0,1.4,0.07400000000000001,0.52,0.5
0.02,13.0,5.0,4.4,0.096,0.84,0.0
0.07,20.0,5.0,1.4,0.07400000000000001,0.52,0.5
0.31,42.0,15.0,1.6,0.08,0.42,0.5
0.06,27.0,9.0,1.6,0.076,0.57,0.5
0.46,13.0,5.0,1.8,0.05,0.28,0.5
0.52,54.0,15.0,2.0,0.092,0.4,0.5
0.14,48.0,25.0,2.0,0.084,0.59,0.5
0.36,16.0,6.0,1.8,0.222,0.49,0.5
0.45,15.0,6.0,2.0,0.08199999999999999,0.34,0.5
0.43,31.0,15.0,2.3,0.059,0.73,0.5
0.45,15.0,6.0,2.0,0.08199999999999999,0.34,0.5
0.24,45.0,30.0,2.5,0.083,0.4,0.5
0.21,13.0,5.0,1.7,0.07400000000000001,0.73,0.5
0.34,151.0,32.0,2.0,0.079,1.24,0.5
0.21,13.0,5.0,1.7,0.07400000000000001,0.73,0.5
0.41,17.0,7.0,2.2,0.084,0.4,0.5
0.39,31.0,12.0,2.2,0.064,0.41,0.5
0.41,17.0,7.0,2.2,0.084,0.4,0.5
0.11,31.0,12.0,2.3,0.084,0.8,0.5
0.1,87.0,45.0,2.6,0.081,0.78,0.5
0.45,49.0,20.0,3.3,0.06,0.26,0.5
0.58,40.0,15.0,1.9,0.07,0.43,0.5
0.23,29.0,16.0,2.2,0.094,0.45,0.5
0.31,58.0,32.0,2.25,0.078,0.46,0.5
0.23,15.0,5.0,2.6,0.059,0.78,0.5
0.32,152.0,35.0,2.3,0.078,0.98,0.5
0.23,15.0,5.0,2.6,0.059,0.78,0.5
0.18,40.0,13.0,1.8,0.07,0.65,0.5
0.23,38.0,13.0,3.1,0.095,0.64,0.5
0.04,9.0,4.0,1.6,0.039,0.66,0.5
0.48,17.0,5.0,1.8,0.157,0.38,0.5
0.0,14.0,5.0,4.25,0.097,1.185,0.0
0.24,93.0,12.0,2.6,0.087,0.92,0.5
0.51,62.0,16.0,2.0,0.422,0.49,0.5
0.32,122.0,21.0,2.8,0.084,0.48,0.5
0.31,125.0,24.0,2.7,0.084,0.47,0.5
0.02,44.0,18.0,1.3,0.034,0.47,0.5
0.02,25.0,8.0,2.1,0.066,0.65,0.5
0.02,25.0,8.0,2.1,0.066,0.65,0.5
0.28,72.0,18.0,3.2,0.087,0.615,0.5
0.55,19.0,5.0,2.1,0.071,0.38,0.5
0.43,88.0,26.0,2.9,0.076,1.02,0.5
0.02,25.0,8.0,2.1,0.066,0.65,0.5
0.02,23.0,9.0,2.1,0.067,0.64,0.5
0.48,84.0,22.0,2.6,0.073,0.38,0.0
0.04,14.0,4.0,1.6,0.078,0.765,0.0
0.15,54.0,11.0,6.0,0.073,1.035,0.5
0.08,19.0,10.0,2.0,0.093,0.78,0.5
0.19,37.0,16.0,3.0,0.077,0.49,0.5
0.12,35.0,11.0,2.5,0.068,0.545,0.5
0.47,33.0,13.0,1.6,0.062,0.31,0.5
0.43,84.0,21.0,2.8,0.08,1.025,0.5
0.34,112.0,16.0,3.0,0.093,0.565,0.5
0.0,33.0,13.0,3.2,0.084,0.69,0.5
0.36,48.0,10.0,2.3,0.075,0.43,0.5
0.28,77.0,21.0,2.6,0.078,0.74,0.5
0.18,34.0,13.0,2.7,0.069,0.49,0.5
0.36,48.0,10.0,2.3,0.075,0.43,0.5
0.11,49.0,12.0,2.6,0.079,0.46,0.5
0.04,22.0,10.0,2.0,0.08199999999999999,0.56,0.5
0.0,45.0,17.0,3.9,0.086,0.66,0.5
0.04,22.0,10.0,2.0,0.08199999999999999,0.56,0.5
0.24,106.0,35.0,2.85,0.094,0.48,0.5
0.08,48.0,15.0,2.7,0.084,0.42,0.5
0.3,127.0,36.0,2.2,0.053,0.31,0.5
0.1,12.0,5.0,3.1,0.086,1.115,0.0
0.17,13.0,5.0,3.0,0.077,0.66,0.5
0.09,49.0,18.0,2.8,0.084,0.72,0.5
0.02,11.0,4.0,1.8,0.067,0.57,0.5
0.02,11.0,4.0,1.8,0.067,0.57,0.5
0.03,58.0,27.0,3.2,0.071,0.865,0.5
0.66,37.0,12.0,2.3,0.387,0.55,0.5
0.13,14.0,4.0,3.45,0.08800000000000001,0.875,0.5
0.03,19.0,10.0,2.1,0.092,0.835,0.5
0.34,72.0,16.0,2.7,0.08199999999999999,0.45,0.5
0.2,39.0,9.0,2.0,0.075,0.56,0.5
0.1,22.0,11.0,2.1,0.112,0.965,0.5
0.1,22.0,11.0,2.1,0.112,0.965,0.5
0.0,58.0,19.0,2.5,0.093,0.59,0.5
0.23,104.0,28.0,2.8,0.092,0.46,0.5
0.0,38.0,19.0,2.4,0.08800000000000001,0.69,0.5
0.29,16.0,12.0,4.2,0.075,0.76,0.5
0.24,139.0,28.0,2.6,0.078,0.53,0.5
0.0,18.0,9.0,1.9,0.065,0.615,0.5
0.58,101.0,25.0,2.8,0.096,0.41,0.5
0.54,101.0,21.0,2.7,0.095,0.39,0.5
0.18,28.0,12.0,2.1,0.07,0.51,0.5
0.38,57.0,12.0,2.5,0.08,0.34,0.5
0.4,68.0,16.0,2.6,0.083,0.33,0.5
0.18,31.0,12.0,2.1,0.071,0.5,0.5
0.18,28.0,12.0,2.1,0.07,0.51,0.5
0.1,40.0,17.0,2.9,0.08900000000000001,0.65,0.5
0.1,40.0,17.0,2.9,0.08900000000000001,0.65,0.5
0.13,66.0,24.0,2.5,0.097,0.54,0.5
0.1,40.0,17.0,2.9,0.08900000000000001,0.65,0.5
0.68,32.0,14.0,1.7,0.415,0.48,0.5
0.07,47.0,22.0,1.9,0.058,0.91,0.5
0.01,33.0,15.0,2.0,0.057,0.98,0.5
0.0,31.0,10.0,2.2,0.084,0.87,0.5
0.0,31.0,10.0,2.2,0.084,0.87,0.5
0.21,88.0,33.0,2.5,0.092,0.42,0.5
0.25,104.0,9.0,2.8,0.075,0.58,0.5
0.26,35.0,5.0,2.0,0.096,0.655,0.5
0.0,19.0,8.0,1.7,0.069,0.7,0.5
0.26,35.0,5.0,2.0,0.096,0.655,0.5
0.11,44.0,11.0,2.8,0.093,0.68,0.5
0.1,48.0,12.0,3.0,0.091,0.67,0.5
0.18,74.0,12.0,2.9,0.08900000000000001,0.59,0.5
0.32,98.0,13.0,2.7,0.103,0.6,0.5
0.02,94.0,24.0,2.3,0.08199999999999999,0.59,0.5
0.01,32.0,7.0,1.9,0.076,0.72,0.5
0.02,94.0,24.0,2.3,0.08199999999999999,0.59,0.5
0.26,143.0,23.0,2.4,0.08199999999999999,0.685,0.5
0.27,144.0,23.0,2.3,0.08199999999999999,0.57,0.5
0.29,44.0,1.0,1.8,0.157,0.4,0.5
0.3,45.0,2.0,1.8,0.157,0.4,0.5
0.0,16.0,7.0,3.0,0.102,1.0,0.5
0.18,48.0,5.5,2.4,0.243,0.765,0.5
0.17,18.0,6.0,2.4,0.241,0.635,0.5
0.3,34.0,7.0,3.4,0.079,0.43,0.5
0.03,92.0,21.0,2.6,0.076,0.52,0.5
0.0,45.0,12.0,2.0,0.19,0.57,0.5
0.14,37.0,9.0,2.4,0.114,0.46,0.5
0.05,96.0,26.0,2.4,0.081,0.82,0.5
0.14,37.0,9.0,2.4,0.114,0.46,0.5
0.01,85.0,20.0,2.5,0.077,0.59,0.5
0.41,61.0,11.0,2.3,0.083,0.35,0.5
0.41,61.0,11.0,2.3,0.083,0.35,0.5
0.24,58.0,19.0,2.2,0.079,0.56,0.5
0.24,58.0,19.0,2.2,0.079,0.56,0.5
0.17,119.0,21.0,2.9,0.099,0.63,0.5
0.43,82.0,18.0,2.6,0.08199999999999999,0.37,0.5
0.17,130.0,25.0,2.9,0.084,0.64,0.5
0.02,87.0,17.0,2.5,0.081,0.61,0.5
0.0,13.0,7.0,2.6,0.055,0.6,0.5
0.54,26.0,7.0,2.3,0.065,0.27,0.5
0.3,60.0,7.0,2.6,0.132,0.89,0.5
0.31,64.0,24.0,2.5,0.126,0.46,0.5
0.44,42.0,21.0,1.6,0.038,0.37,1.0
0.34,14.0,5.0,3.6,0.08199999999999999,0.5,0.5
0.34,14.0,5.0,3.6,0.08199999999999999,0.5,0.5
0.08,108.0,26.0,4.0,0.08199999999999999,0.61,0.5
0.09,17.0,8.0,3.3,0.068,0.55,0.5
0.0,86.0,14.0,1.7,0.044,0.585,1.0
0.08,46.0,14.0,2.5,0.114,0.56,0.5
0.22,18.0,4.0,2.7,0.084,0.52,0.5
0.4,10.0,4.0,2.4,0.052000000000000005,0.28,1.0
0.39,10.0,4.0,2.0,0.041,0.25,1.0
0.4,10.0,4.0,2.4,0.052000000000000005,0.28,1.0
0.12,12.0,4.0,1.9,0.165,0.53,0.5
0.31,15.0,4.0,2.8,0.07,0.48,0.5
0.1,14.0,4.0,2.6,0.068,0.49,0.5
0.55,24.0,7.0,2.8,0.07200000000000001,0.5,0.5
0.33,38.0,20.0,2.5,0.099,0.45,0.5
0.24,7.0,4.0,2.1,0.102,0.39,0.0
0.54,41.0,19.0,2.8,0.103,0.41,0.5
0.33,38.0,20.0,2.5,0.099,0.45,0.5
0.19,30.0,8.0,3.2,0.081,0.51,0.5
0.42,27.0,19.0,1.6,0.084,0.29,0.5
0.0,47.0,21.0,2.35,0.071,0.715,0.5
0.15,59.0,9.0,3.2,0.097,0.66,0.5
0.0,22.0,9.0,1.9,0.099,0.685,0.5
0.0,42.0,16.0,2.1,0.048,0.42,1.0
0.13,36.0,15.0,2.0,0.076,0.54,0.5
0.13,36.0,15.0,2.0,0.076,0.54,0.5
0.28,16.0,6.0,2.8,0.068,0.48,0.5
0.14,37.0,15.0,2.8,0.076,0.46,0.5
0.34,8.0,4.0,2.3,0.05,0.27,1.0
0.14,37.0,15.0,2.8,0.076,0.46,0.5
0.09,45.0,34.0,2.3,0.065,0.57,1.0
0.08,24.0,16.0,2.1,0.071,0.61,0.5
0.07,9.0,5.0,2.5,0.058,0.685,0.0
0.08,24.0,16.0,2.1,0.071,0.61,0.5
0.42,48.0,34.0,1.5,0.145,0.44,0.0
0.44,51.0,36.0,1.6,0.147,0.47,0.0
0.26,23.0,16.0,1.6,0.08800000000000001,0.685,0.5
0.1,55.0,27.0,1.5,0.066,0.665,0.5
0.28,100.0,36.0,2.4,0.012,0.28,1.0
0.28,100.0,36.0,2.4,0.012,0.28,1.0
0.35,28.0,9.0,1.6,0.075,0.31,1.0
0.04,26.0,13.0,2.2,0.092,0.5,0.5
0.47,34.0,9.0,2.65,0.085,0.42,1.0
0.0,31.0,21.0,3.0,0.115,0.66,0.5
0.45,68.0,34.0,2.6,0.119,0.5,0.5
0.35,92.0,9.0,2.0,0.08800000000000001,0.685,0.5
0.46,42.0,26.0,1.7,0.062,0.25,0.5
0.21,31.0,14.0,1.8,0.081,0.64,0.5
0.21,31.0,14.0,1.8,0.081,0.64,0.5
0.16,39.0,12.0,1.8,0.078,0.68,0.5
0.21,31.0,14.0,1.8,0.081,0.64,0.5
0.21,32.0,12.0,1.6,0.08,0.63,0.5
0.44,22.0,9.0,1.9,0.085,0.43,0.5
0.44,22.0,9.0,1.9,0.085,0.43,0.5
0.32,122.0,26.0,2.5,0.08,0.42,0.5
0.39,55.0,41.0,1.5,0.08,0.36,0.5
0.39,55.0,41.0,1.5,0.08,0.36,0.5
0.02,14.0,10.0,2.5,0.071,0.735,1.0
0.39,55.0,41.0,1.5,0.08,0.36,0.5
0.34,47.0,16.0,2.5,0.073,0.26,1.0
0.47,32.0,17.0,1.7,0.054000000000000006,0.28,1.0
0.22,24.0,15.0,1.8,0.07400000000000001,0.56,0.5
0.06,85.0,15.0,2.7,0.077,0.62,0.5
0.66,88.0,15.0,2.0,0.039,1.01,0.5
0.32,25.0,7.0,2.7,0.067,0.42,0.5
0.06,84.0,17.0,2.5,0.078,0.62,0.5
0.06,85.0,15.0,2.7,0.077,0.62,0.5
0.07,86.0,16.0,2.6,0.077,0.635,0.5
0.22,24.0,13.0,2.3,0.071,0.49,0.5
0.23,22.0,13.0,2.0,0.07200000000000001,0.51,0.5
0.22,24.0,15.0,1.8,0.07400000000000001,0.56,0.5
0.03,43.0,27.0,2.0,0.08,0.63,0.5
0.01,43.0,31.0,2.1,0.064,0.715,0.5
0.03,46.0,36.0,1.5,0.086,0.56,0.5
0.24,48.0,28.0,2.0,0.067,0.35,0.0
0.37,10.0,6.0,1.6,0.067,0.21,1.0
0.46,10.0,6.0,2.1,0.104,0.38,1.0
0.4,16.0,7.0,2.8,0.109,0.31,1.0
0.0,14.0,7.0,2.2,0.067,0.47,0.0
0.01,43.0,31.0,2.1,0.064,0.715,0.5
0.19,69.0,30.0,4.0,0.094,0.61,0.5
0.04,88.0,18.0,2.5,0.076,0.6,0.5
0.18,21.0,10.0,1.6,0.078,0.56,0.5
0.0,35.0,30.0,2.1,0.068,0.715,0.5
0.29,26.0,14.0,3.1,0.194,0.31,0.5
0.04,88.0,18.0,2.5,0.076,0.6,0.5
0.19,69.0,30.0,4.0,0.094,0.61,0.5
0.14,30.0,9.0,2.5,0.086,0.75,0.5
0.12,28.0,8.0,2.4,0.083,0.8,0.5
0.38,56.0,29.0,2.6,0.066,0.52,1.0
0.0,64.0,32.0,2.5,0.07200000000000001,0.57,0.5
0.34,99.0,23.0,6.6,0.112,0.9,0.5
0.24,52.0,30.0,2.0,0.071,0.34,0.5
0.03,86.0,16.0,2.3,0.078,0.66,0.5
0.23,18.0,10.0,1.9,0.08199999999999999,0.45,0.5
0.03,86.0,16.0,2.3,0.078,0.66,0.5
0.03,88.0,17.0,2.2,0.08,0.63,0.5
0.01,43.0,27.0,2.3,0.08,0.59,0.5
0.39,43.0,17.0,2.4,0.078,0.31,1.0
0.01,43.0,27.0,2.3,0.08,0.59,0.5
0.39,43.0,17.0,2.4,0.078,0.31,1.0
0.02,11.0,6.0,3.4,0.084,1.02,0.0
0.36,39.0,10.0,2.6,0.056,0.31,0.5
0.1,33.0,16.0,2.4,0.08,0.635,1.0
0.1,33.0,16.0,2.4,0.08,0.635,1.0
0.06,18.0,11.0,6.0,0.06,0.59,1.0
0.06,18.0,11.0,6.0,0.06,0.59,1.0
0.2,115.0,15.0,3.0,0.081,0.58,0.5
0.27,78.0,12.0,2.6,0.084,0.54,0.5
0.0,9.0,6.0,2.2,0.079,0.56,0.5
0.13,61.0,34.0,2.4,0.078,0.52,0.5
0.39,11.0,7.0,1.2,0.059,0.305,0.5
0.48,11.0,3.0,3.8,0.132,0.38,0.5
0.46,9.0,3.0,9.0,0.114,0.28,0.5
0.44,8.0,4.0,2.9,0.065,0.46,0.5
0.46,10.0,3.0,4.6,0.094,0.395,1.0
0.39,11.0,7.0,1.2,0.059,0.305,0.5
0.4,6.0,3.0,2.2,0.079,0.315,0.5
0.19,62.0,7.0,1.5,0.161,0.715,0.5
0.31,45.0,26.0,8.8,0.084,0.41,0.5
0.32,79.0,32.0,2.2,0.081,0.36,0.5
0.12,46.0,38.0,1.8,0.07200000000000001,0.62,0.5
0.37,23.0,10.0,2.3,0.091,0.41,0.5
0.32,79.0,32.0,2.2,0.081,0.36,0.5
0.12,46.0,38.0,1.8,0.07200000000000001,0.62,0.5
0.31,45.0,26.0,8.8,0.084,0.41,0.5
0.27,28.0,14.0,2.3,0.055,0.47,0.5
0.36,77.0,53.0,1.9,0.064,0.22,1.0
0.33,73.0,52.0,2.3,0.061,0.24,0.5
0.19,75.0,11.0,2.2,0.093,0.67,0.0
0.27,28.0,14.0,2.3,0.055,0.47,0.5
0.38,19.0,10.0,3.3,0.063,0.33,1.0
0.01,25.0,8.0,1.9,0.08,0.61,0.5
0.01,38.0,13.0,2.0,0.07400000000000001,0.61,0.5
0.29,66.0,29.0,1.9,0.078,0.4,0.5
0.01,38.0,13.0,2.0,0.07400000000000001,0.61,0.5
0.01,25.0,8.0,1.9,0.08,0.61,0.5
0.38,72.0,19.0,2.3,0.06,0.3,0.5
0.38,72.0,19.0,2.3,0.06,0.3,0.5
0.5,26.0,6.0,1.4,0.071,0.63,0.0
0.38,42.0,23.0,2.8,0.068,0.38,1.0
0.17,11.0,7.0,1.6,0.073,0.46,0.5
0.52,25.0,13.0,2.2,0.07400000000000001,0.33,1.0
0.49,17.0,9.0,5.0,0.08199999999999999,0.27,1.0
0.4,52.0,13.0,2.6,0.092,0.43,1.0
0.34,45.0,10.0,2.3,0.094,0.5,1.0
0.49,24.0,11.0,3.8,0.09,0.3,1.0
0.42,20.0,7.0,2.0,0.071,0.44,1.0
0.58,24.0,11.0,4.1,0.092,0.44,1.0
0.48,12.0,6.0,2.1,0.093,0.28,1.0
0.45,21.0,10.0,1.8,0.075,0.12,1.0
0.45,21.0,10.0,1.8,0.075,0.12,1.0
0.45,21.0,10.0,1.8,0.075,0.12,1.0
0.48,12.0,6.0,2.1,0.093,0.28,1.0
0.4,10.0,6.0,2.2,0.058,0.31,1.0
0.48,9.0,5.0,2.1,0.052000000000000005,0.34,1.0
0.4,11.0,6.0,2.7,0.08199999999999999,0.43,0.5
0.52,23.0,9.0,1.9,0.09,0.21,0.5
0.52,10.0,5.0,2.1,0.111,0.36,0.5
0.52,51.0,12.0,2.0,0.08800000000000001,0.37,0.5
0.12,36.0,25.0,2.3,0.12,0.57,1.0
0.05,32.0,12.0,2.0,0.08900000000000001,0.59,0.5
0.27,38.0,18.0,1.9,0.058,0.47,0.5
0.14,18.0,7.0,1.6,0.078,0.56,0.5
0.02,16.0,6.0,2.1,0.115,0.57,0.5
0.39,27.0,20.0,2.0,0.1,0.27,0.5
0.27,38.0,18.0,1.9,0.058,0.47,0.5
0.4,48.0,24.0,2.4,0.065,0.34,0.5
0.41,10.0,6.0,2.4,0.103,0.38,1.0
0.2,113.0,23.0,2.1,0.097,0.66,0.5
0.43,46.0,29.0,2.4,0.068,0.4,0.5
